Algoritmo,Tamanho,Media,Linguagem
Mergesort,1,.00000479221343994140,Python
Mergesort,10,.00010895729064941406,Python
Mergesort,100,.00111124515533447267,Python
Mergesort,1000,.01541893482208251950,Python
Mergesort,10000,.15406918525695800600,Python
Mergesort,100000,1.86545603275299072997,Python
Mergesort,1000000,17.36043798923492439984,Python
