Algoritmo,Tamanho,Media,Linguagem
Mergesort,1,.00000750000000000000,C
Mergesort,10,.00000850000000000000,C
Mergesort,100,.00014900000000000000,C
Mergesort,1000,.01160310000000000000,C
Mergesort,10000,.73298400000000000000,C
Mergesort,100000,70.46436539999999999969,C
